filename,w,t,a,b,abtype
abtype7_w65_t0.515.libsvm,65,0.515,900,100,7
abtype7_w65_t0.535.libsvm,65,0.535,900,100,7
abtype7_w65_t0.555.libsvm,65,0.555,900,100,7
abtype7_w65_t0.576.libsvm,65,0.576,900,100,7
abtype7_w65_t0.596.libsvm,65,0.596,900,100,7
abtype7_w65_t0.617.libsvm,65,0.617,900,100,7
abtype7_w65_t0.637.libsvm,65,0.637,900,100,7
abtype7_w65_t0.657.libsvm,65,0.657,900,100,7
abtype7_w65_t0.678.libsvm,65,0.678,900,100,7
abtype7_w65_t0.698.libsvm,65,0.698,900,100,7
abtype7_w65_t0.718.libsvm,65,0.718,900,100,7
abtype7_w65_t0.739.libsvm,65,0.739,900,100,7
abtype7_w65_t0.759.libsvm,65,0.759,900,100,7
abtype7_w65_t0.78.libsvm,65,0.78,900,100,7
abtype7_w65_t0.8.libsvm,65,0.8,900,100,7
abtype7_w70_t0.005.libsvm,70,0.005,900,100,7
abtype7_w70_t0.025.libsvm,70,0.025,900,100,7
abtype7_w70_t0.046.libsvm,70,0.046,900,100,7
abtype7_w70_t0.066.libsvm,70,0.066,900,100,7
abtype7_w70_t0.087.libsvm,70,0.087,900,100,7
abtype7_w70_t0.107.libsvm,70,0.107,900,100,7
abtype7_w70_t0.127.libsvm,70,0.127,900,100,7
abtype7_w70_t0.148.libsvm,70,0.148,900,100,7
abtype7_w70_t0.168.libsvm,70,0.168,900,100,7
abtype7_w70_t0.188.libsvm,70,0.188,900,100,7
abtype7_w70_t0.209.libsvm,70,0.209,900,100,7
abtype7_w70_t0.229.libsvm,70,0.229,900,100,7
abtype7_w70_t0.25.libsvm,70,0.25,900,100,7
abtype7_w70_t0.27.libsvm,70,0.27,900,100,7
abtype7_w70_t0.29.libsvm,70,0.29,900,100,7
abtype7_w70_t0.311.libsvm,70,0.311,900,100,7
abtype7_w70_t0.331.libsvm,70,0.331,900,100,7
abtype7_w70_t0.352.libsvm,70,0.352,900,100,7
abtype7_w70_t0.372.libsvm,70,0.372,900,100,7
abtype7_w70_t0.392.libsvm,70,0.392,900,100,7
abtype7_w70_t0.413.libsvm,70,0.413,900,100,7
abtype7_w70_t0.433.libsvm,70,0.433,900,100,7
abtype7_w70_t0.453.libsvm,70,0.453,900,100,7
abtype7_w70_t0.474.libsvm,70,0.474,900,100,7
abtype7_w70_t0.494.libsvm,70,0.494,900,100,7
abtype7_w70_t0.515.libsvm,70,0.515,900,100,7
abtype7_w70_t0.535.libsvm,70,0.535,900,100,7
abtype7_w70_t0.555.libsvm,70,0.555,900,100,7
abtype7_w70_t0.576.libsvm,70,0.576,900,100,7
abtype7_w70_t0.596.libsvm,70,0.596,900,100,7
abtype7_w70_t0.617.libsvm,70,0.617,900,100,7
abtype7_w70_t0.637.libsvm,70,0.637,900,100,7
abtype7_w70_t0.657.libsvm,70,0.657,900,100,7
abtype7_w70_t0.678.libsvm,70,0.678,900,100,7
abtype7_w70_t0.698.libsvm,70,0.698,900,100,7
abtype7_w70_t0.718.libsvm,70,0.718,900,100,7
abtype7_w70_t0.739.libsvm,70,0.739,900,100,7
abtype7_w70_t0.759.libsvm,70,0.759,900,100,7
abtype7_w70_t0.78.libsvm,70,0.78,900,100,7
abtype7_w70_t0.8.libsvm,70,0.8,900,100,7
abtype7_w75_t0.005.libsvm,75,0.005,900,100,7
abtype7_w75_t0.025.libsvm,75,0.025,900,100,7
abtype7_w75_t0.046.libsvm,75,0.046,900,100,7
abtype7_w75_t0.066.libsvm,75,0.066,900,100,7
abtype7_w75_t0.087.libsvm,75,0.087,900,100,7
abtype7_w75_t0.107.libsvm,75,0.107,900,100,7
abtype7_w75_t0.127.libsvm,75,0.127,900,100,7
abtype7_w75_t0.148.libsvm,75,0.148,900,100,7
abtype7_w75_t0.168.libsvm,75,0.168,900,100,7
abtype7_w75_t0.188.libsvm,75,0.188,900,100,7
abtype7_w75_t0.209.libsvm,75,0.209,900,100,7
abtype7_w75_t0.229.libsvm,75,0.229,900,100,7
abtype7_w75_t0.25.libsvm,75,0.25,900,100,7
abtype7_w75_t0.27.libsvm,75,0.27,900,100,7
abtype7_w75_t0.29.libsvm,75,0.29,900,100,7
abtype7_w75_t0.311.libsvm,75,0.311,900,100,7
abtype7_w75_t0.331.libsvm,75,0.331,900,100,7
abtype7_w75_t0.352.libsvm,75,0.352,900,100,7
abtype7_w75_t0.372.libsvm,75,0.372,900,100,7
abtype7_w75_t0.392.libsvm,75,0.392,900,100,7
abtype7_w75_t0.413.libsvm,75,0.413,900,100,7
abtype7_w75_t0.433.libsvm,75,0.433,900,100,7
abtype7_w75_t0.453.libsvm,75,0.453,900,100,7
abtype7_w75_t0.474.libsvm,75,0.474,900,100,7
abtype7_w75_t0.494.libsvm,75,0.494,900,100,7
abtype7_w75_t0.515.libsvm,75,0.515,900,100,7
abtype7_w75_t0.535.libsvm,75,0.535,900,100,7
abtype7_w75_t0.555.libsvm,75,0.555,900,100,7
abtype7_w75_t0.576.libsvm,75,0.576,900,100,7
abtype7_w75_t0.596.libsvm,75,0.596,900,100,7
abtype7_w75_t0.617.libsvm,75,0.617,900,100,7
abtype7_w75_t0.637.libsvm,75,0.637,900,100,7
abtype7_w75_t0.657.libsvm,75,0.657,900,100,7
abtype7_w75_t0.678.libsvm,75,0.678,900,100,7
abtype7_w75_t0.698.libsvm,75,0.698,900,100,7
abtype7_w75_t0.718.libsvm,75,0.718,900,100,7
abtype7_w75_t0.739.libsvm,75,0.739,900,100,7
abtype7_w75_t0.759.libsvm,75,0.759,900,100,7
abtype7_w75_t0.78.libsvm,75,0.78,900,100,7
abtype7_w75_t0.8.libsvm,75,0.8,900,100,7
abtype7_w80_t0.005.libsvm,80,0.005,900,100,7
abtype7_w80_t0.025.libsvm,80,0.025,900,100,7
abtype7_w80_t0.046.libsvm,80,0.046,900,100,7
abtype7_w80_t0.066.libsvm,80,0.066,900,100,7
abtype7_w80_t0.087.libsvm,80,0.087,900,100,7
abtype7_w80_t0.107.libsvm,80,0.107,900,100,7
abtype7_w80_t0.127.libsvm,80,0.127,900,100,7
abtype7_w80_t0.148.libsvm,80,0.148,900,100,7
abtype7_w80_t0.168.libsvm,80,0.168,900,100,7
abtype7_w80_t0.188.libsvm,80,0.188,900,100,7
abtype7_w80_t0.209.libsvm,80,0.209,900,100,7
abtype7_w80_t0.229.libsvm,80,0.229,900,100,7
abtype7_w80_t0.25.libsvm,80,0.25,900,100,7
abtype7_w80_t0.27.libsvm,80,0.27,900,100,7
abtype7_w80_t0.29.libsvm,80,0.29,900,100,7
abtype7_w80_t0.311.libsvm,80,0.311,900,100,7
abtype7_w80_t0.331.libsvm,80,0.331,900,100,7
abtype7_w80_t0.352.libsvm,80,0.352,900,100,7
abtype7_w80_t0.372.libsvm,80,0.372,900,100,7
abtype7_w80_t0.392.libsvm,80,0.392,900,100,7
abtype7_w80_t0.413.libsvm,80,0.413,900,100,7
abtype7_w80_t0.433.libsvm,80,0.433,900,100,7
abtype7_w80_t0.453.libsvm,80,0.453,900,100,7
abtype7_w80_t0.474.libsvm,80,0.474,900,100,7
abtype7_w80_t0.494.libsvm,80,0.494,900,100,7
abtype7_w80_t0.515.libsvm,80,0.515,900,100,7
abtype7_w80_t0.535.libsvm,80,0.535,900,100,7
abtype7_w80_t0.555.libsvm,80,0.555,900,100,7
abtype7_w80_t0.576.libsvm,80,0.576,900,100,7
abtype7_w80_t0.596.libsvm,80,0.596,900,100,7
abtype7_w80_t0.617.libsvm,80,0.617,900,100,7
abtype7_w80_t0.637.libsvm,80,0.637,900,100,7
abtype7_w80_t0.657.libsvm,80,0.657,900,100,7
abtype7_w80_t0.678.libsvm,80,0.678,900,100,7
abtype7_w80_t0.698.libsvm,80,0.698,900,100,7
abtype7_w80_t0.718.libsvm,80,0.718,900,100,7
abtype7_w80_t0.739.libsvm,80,0.739,900,100,7
abtype7_w80_t0.759.libsvm,80,0.759,900,100,7
abtype7_w80_t0.78.libsvm,80,0.78,900,100,7
abtype7_w80_t0.8.libsvm,80,0.8,900,100,7
abtype7_w85_t0.005.libsvm,85,0.005,900,100,7
abtype7_w85_t0.025.libsvm,85,0.025,900,100,7
abtype7_w85_t0.046.libsvm,85,0.046,900,100,7
abtype7_w85_t0.066.libsvm,85,0.066,900,100,7
abtype7_w85_t0.087.libsvm,85,0.087,900,100,7
abtype7_w85_t0.107.libsvm,85,0.107,900,100,7
abtype7_w85_t0.127.libsvm,85,0.127,900,100,7
abtype7_w85_t0.148.libsvm,85,0.148,900,100,7
abtype7_w85_t0.168.libsvm,85,0.168,900,100,7
abtype7_w85_t0.188.libsvm,85,0.188,900,100,7
abtype7_w85_t0.209.libsvm,85,0.209,900,100,7
abtype7_w85_t0.229.libsvm,85,0.229,900,100,7
abtype7_w85_t0.25.libsvm,85,0.25,900,100,7
abtype7_w85_t0.27.libsvm,85,0.27,900,100,7
abtype7_w85_t0.29.libsvm,85,0.29,900,100,7
abtype7_w85_t0.311.libsvm,85,0.311,900,100,7
abtype7_w85_t0.331.libsvm,85,0.331,900,100,7
abtype7_w85_t0.352.libsvm,85,0.352,900,100,7
abtype7_w85_t0.372.libsvm,85,0.372,900,100,7
abtype7_w85_t0.392.libsvm,85,0.392,900,100,7
abtype7_w85_t0.413.libsvm,85,0.413,900,100,7
abtype7_w85_t0.433.libsvm,85,0.433,900,100,7
abtype7_w85_t0.453.libsvm,85,0.453,900,100,7
abtype7_w85_t0.474.libsvm,85,0.474,900,100,7
abtype7_w85_t0.494.libsvm,85,0.494,900,100,7
abtype7_w85_t0.515.libsvm,85,0.515,900,100,7
abtype7_w85_t0.535.libsvm,85,0.535,900,100,7
abtype7_w85_t0.555.libsvm,85,0.555,900,100,7
abtype7_w85_t0.576.libsvm,85,0.576,900,100,7
abtype7_w85_t0.596.libsvm,85,0.596,900,100,7
abtype7_w85_t0.617.libsvm,85,0.617,900,100,7
abtype7_w85_t0.637.libsvm,85,0.637,900,100,7
abtype7_w85_t0.657.libsvm,85,0.657,900,100,7
abtype7_w85_t0.678.libsvm,85,0.678,900,100,7
abtype7_w85_t0.698.libsvm,85,0.698,900,100,7
abtype7_w85_t0.718.libsvm,85,0.718,900,100,7
abtype7_w85_t0.739.libsvm,85,0.739,900,100,7
abtype7_w85_t0.759.libsvm,85,0.759,900,100,7
abtype7_w85_t0.78.libsvm,85,0.78,900,100,7
abtype7_w85_t0.8.libsvm,85,0.8,900,100,7
abtype7_w90_t0.005.libsvm,90,0.005,900,100,7
abtype7_w90_t0.025.libsvm,90,0.025,900,100,7
abtype7_w90_t0.046.libsvm,90,0.046,900,100,7
abtype7_w90_t0.066.libsvm,90,0.066,900,100,7
abtype7_w90_t0.087.libsvm,90,0.087,900,100,7
abtype7_w90_t0.107.libsvm,90,0.107,900,100,7
abtype7_w90_t0.127.libsvm,90,0.127,900,100,7
abtype7_w90_t0.148.libsvm,90,0.148,900,100,7
abtype7_w90_t0.168.libsvm,90,0.168,900,100,7
abtype7_w90_t0.188.libsvm,90,0.188,900,100,7
abtype7_w90_t0.209.libsvm,90,0.209,900,100,7
abtype7_w90_t0.229.libsvm,90,0.229,900,100,7
abtype7_w90_t0.25.libsvm,90,0.25,900,100,7
abtype7_w90_t0.27.libsvm,90,0.27,900,100,7
abtype7_w90_t0.29.libsvm,90,0.29,900,100,7
abtype7_w90_t0.311.libsvm,90,0.311,900,100,7
abtype7_w90_t0.331.libsvm,90,0.331,900,100,7
abtype7_w90_t0.352.libsvm,90,0.352,900,100,7
abtype7_w90_t0.372.libsvm,90,0.372,900,100,7
abtype7_w90_t0.392.libsvm,90,0.392,900,100,7
abtype7_w90_t0.413.libsvm,90,0.413,900,100,7
abtype7_w90_t0.433.libsvm,90,0.433,900,100,7
abtype7_w90_t0.453.libsvm,90,0.453,900,100,7
abtype7_w90_t0.474.libsvm,90,0.474,900,100,7
abtype7_w90_t0.494.libsvm,90,0.494,900,100,7
abtype7_w90_t0.515.libsvm,90,0.515,900,100,7
abtype7_w90_t0.535.libsvm,90,0.535,900,100,7
abtype7_w90_t0.555.libsvm,90,0.555,900,100,7
abtype7_w90_t0.576.libsvm,90,0.576,900,100,7
abtype7_w90_t0.596.libsvm,90,0.596,900,100,7
abtype7_w90_t0.617.libsvm,90,0.617,900,100,7
abtype7_w90_t0.637.libsvm,90,0.637,900,100,7
abtype7_w90_t0.657.libsvm,90,0.657,900,100,7
abtype7_w90_t0.678.libsvm,90,0.678,900,100,7
abtype7_w90_t0.698.libsvm,90,0.698,900,100,7
abtype7_w90_t0.718.libsvm,90,0.718,900,100,7
abtype7_w90_t0.739.libsvm,90,0.739,900,100,7
abtype7_w90_t0.759.libsvm,90,0.759,900,100,7
abtype7_w90_t0.78.libsvm,90,0.78,900,100,7
abtype7_w90_t0.8.libsvm,90,0.8,900,100,7
abtype7_w95_t0.005.libsvm,95,0.005,900,100,7
abtype7_w95_t0.025.libsvm,95,0.025,900,100,7
abtype7_w95_t0.046.libsvm,95,0.046,900,100,7
abtype7_w95_t0.066.libsvm,95,0.066,900,100,7
abtype7_w95_t0.087.libsvm,95,0.087,900,100,7
abtype7_w95_t0.107.libsvm,95,0.107,900,100,7
abtype7_w95_t0.127.libsvm,95,0.127,900,100,7
abtype7_w95_t0.148.libsvm,95,0.148,900,100,7
abtype7_w95_t0.168.libsvm,95,0.168,900,100,7
abtype7_w95_t0.188.libsvm,95,0.188,900,100,7
abtype7_w95_t0.209.libsvm,95,0.209,900,100,7
abtype7_w95_t0.229.libsvm,95,0.229,900,100,7
abtype7_w95_t0.25.libsvm,95,0.25,900,100,7
abtype7_w95_t0.27.libsvm,95,0.27,900,100,7
abtype7_w95_t0.29.libsvm,95,0.29,900,100,7
abtype7_w95_t0.311.libsvm,95,0.311,900,100,7
abtype7_w95_t0.331.libsvm,95,0.331,900,100,7
abtype7_w95_t0.352.libsvm,95,0.352,900,100,7
abtype7_w95_t0.372.libsvm,95,0.372,900,100,7
abtype7_w95_t0.392.libsvm,95,0.392,900,100,7
abtype7_w95_t0.413.libsvm,95,0.413,900,100,7
abtype7_w95_t0.433.libsvm,95,0.433,900,100,7
abtype7_w95_t0.453.libsvm,95,0.453,900,100,7
abtype7_w95_t0.474.libsvm,95,0.474,900,100,7
abtype7_w95_t0.494.libsvm,95,0.494,900,100,7
abtype7_w95_t0.515.libsvm,95,0.515,900,100,7
abtype7_w95_t0.535.libsvm,95,0.535,900,100,7
abtype7_w95_t0.555.libsvm,95,0.555,900,100,7
abtype7_w95_t0.576.libsvm,95,0.576,900,100,7
abtype7_w95_t0.596.libsvm,95,0.596,900,100,7
abtype7_w95_t0.617.libsvm,95,0.617,900,100,7
abtype7_w95_t0.637.libsvm,95,0.637,900,100,7
abtype7_w95_t0.657.libsvm,95,0.657,900,100,7
abtype7_w95_t0.678.libsvm,95,0.678,900,100,7
abtype7_w95_t0.698.libsvm,95,0.698,900,100,7
abtype7_w95_t0.718.libsvm,95,0.718,900,100,7
abtype7_w95_t0.739.libsvm,95,0.739,900,100,7
abtype7_w95_t0.759.libsvm,95,0.759,900,100,7
abtype7_w95_t0.78.libsvm,95,0.78,900,100,7
abtype7_w95_t0.8.libsvm,95,0.8,900,100,7
abtype7_w100_t0.005.libsvm,100,0.005,900,100,7
abtype7_w100_t0.025.libsvm,100,0.025,900,100,7
abtype7_w100_t0.046.libsvm,100,0.046,900,100,7
abtype7_w100_t0.066.libsvm,100,0.066,900,100,7
abtype7_w100_t0.087.libsvm,100,0.087,900,100,7
abtype7_w100_t0.107.libsvm,100,0.107,900,100,7
abtype7_w100_t0.127.libsvm,100,0.127,900,100,7
abtype7_w100_t0.148.libsvm,100,0.148,900,100,7
abtype7_w100_t0.168.libsvm,100,0.168,900,100,7
abtype7_w100_t0.188.libsvm,100,0.188,900,100,7
abtype7_w100_t0.209.libsvm,100,0.209,900,100,7
abtype7_w100_t0.229.libsvm,100,0.229,900,100,7
abtype7_w100_t0.25.libsvm,100,0.25,900,100,7
abtype7_w100_t0.27.libsvm,100,0.27,900,100,7
abtype7_w100_t0.29.libsvm,100,0.29,900,100,7
abtype7_w100_t0.311.libsvm,100,0.311,900,100,7
abtype7_w100_t0.331.libsvm,100,0.331,900,100,7
abtype7_w100_t0.352.libsvm,100,0.352,900,100,7
abtype7_w100_t0.372.libsvm,100,0.372,900,100,7
abtype7_w100_t0.392.libsvm,100,0.392,900,100,7
abtype7_w100_t0.413.libsvm,100,0.413,900,100,7
abtype7_w100_t0.433.libsvm,100,0.433,900,100,7
abtype7_w100_t0.453.libsvm,100,0.453,900,100,7
abtype7_w100_t0.474.libsvm,100,0.474,900,100,7
abtype7_w100_t0.494.libsvm,100,0.494,900,100,7
abtype7_w100_t0.515.libsvm,100,0.515,900,100,7
abtype7_w100_t0.535.libsvm,100,0.535,900,100,7
abtype7_w100_t0.555.libsvm,100,0.555,900,100,7
abtype7_w100_t0.576.libsvm,100,0.576,900,100,7
abtype7_w100_t0.596.libsvm,100,0.596,900,100,7
abtype7_w100_t0.617.libsvm,100,0.617,900,100,7
abtype7_w100_t0.637.libsvm,100,0.637,900,100,7
abtype7_w100_t0.657.libsvm,100,0.657,900,100,7
abtype7_w100_t0.678.libsvm,100,0.678,900,100,7
abtype7_w100_t0.698.libsvm,100,0.698,900,100,7
abtype7_w100_t0.718.libsvm,100,0.718,900,100,7
abtype7_w100_t0.739.libsvm,100,0.739,900,100,7
abtype7_w100_t0.759.libsvm,100,0.759,900,100,7
abtype7_w100_t0.78.libsvm,100,0.78,900,100,7
abtype7_w100_t0.8.libsvm,100,0.8,900,100,7
