filename,w,t,a,b,abtype
abtype1_w65_t0.39.libsvm,65,0.39,900,100,1
abtype1_w65_t0.405.libsvm,65,0.405,900,100,1
abtype1_w65_t0.42.libsvm,65,0.42,900,100,1
abtype1_w65_t0.436.libsvm,65,0.436,900,100,1
abtype1_w65_t0.451.libsvm,65,0.451,900,100,1
abtype1_w65_t0.467.libsvm,65,0.467,900,100,1
abtype1_w65_t0.482.libsvm,65,0.482,900,100,1
abtype1_w65_t0.497.libsvm,65,0.497,900,100,1
abtype1_w65_t0.513.libsvm,65,0.513,900,100,1
abtype1_w65_t0.528.libsvm,65,0.528,900,100,1
abtype1_w65_t0.543.libsvm,65,0.543,900,100,1
abtype1_w65_t0.559.libsvm,65,0.559,900,100,1
abtype1_w65_t0.574.libsvm,65,0.574,900,100,1
abtype1_w65_t0.59.libsvm,65,0.59,900,100,1
abtype1_w65_t0.605.libsvm,65,0.605,900,100,1
abtype1_w70_t0.005.libsvm,70,0.005,900,100,1
abtype1_w70_t0.02.libsvm,70,0.02,900,100,1
abtype1_w70_t0.036.libsvm,70,0.036,900,100,1
abtype1_w70_t0.051.libsvm,70,0.051,900,100,1
abtype1_w70_t0.067.libsvm,70,0.067,900,100,1
abtype1_w70_t0.082.libsvm,70,0.082,900,100,1
abtype1_w70_t0.097.libsvm,70,0.097,900,100,1
abtype1_w70_t0.113.libsvm,70,0.113,900,100,1
abtype1_w70_t0.128.libsvm,70,0.128,900,100,1
abtype1_w70_t0.143.libsvm,70,0.143,900,100,1
abtype1_w70_t0.159.libsvm,70,0.159,900,100,1
abtype1_w70_t0.174.libsvm,70,0.174,900,100,1
abtype1_w70_t0.19.libsvm,70,0.19,900,100,1
abtype1_w70_t0.205.libsvm,70,0.205,900,100,1
abtype1_w70_t0.22.libsvm,70,0.22,900,100,1
abtype1_w70_t0.236.libsvm,70,0.236,900,100,1
abtype1_w70_t0.251.libsvm,70,0.251,900,100,1
abtype1_w70_t0.267.libsvm,70,0.267,900,100,1
abtype1_w70_t0.282.libsvm,70,0.282,900,100,1
abtype1_w70_t0.297.libsvm,70,0.297,900,100,1
abtype1_w70_t0.313.libsvm,70,0.313,900,100,1
abtype1_w70_t0.328.libsvm,70,0.328,900,100,1
abtype1_w70_t0.343.libsvm,70,0.343,900,100,1
abtype1_w70_t0.359.libsvm,70,0.359,900,100,1
abtype1_w70_t0.374.libsvm,70,0.374,900,100,1
abtype1_w70_t0.39.libsvm,70,0.39,900,100,1
abtype1_w70_t0.405.libsvm,70,0.405,900,100,1
abtype1_w70_t0.42.libsvm,70,0.42,900,100,1
abtype1_w70_t0.436.libsvm,70,0.436,900,100,1
abtype1_w70_t0.451.libsvm,70,0.451,900,100,1
abtype1_w70_t0.467.libsvm,70,0.467,900,100,1
abtype1_w70_t0.482.libsvm,70,0.482,900,100,1
abtype1_w70_t0.497.libsvm,70,0.497,900,100,1
abtype1_w70_t0.513.libsvm,70,0.513,900,100,1
abtype1_w70_t0.528.libsvm,70,0.528,900,100,1
abtype1_w70_t0.543.libsvm,70,0.543,900,100,1
abtype1_w70_t0.559.libsvm,70,0.559,900,100,1
abtype1_w70_t0.574.libsvm,70,0.574,900,100,1
abtype1_w70_t0.59.libsvm,70,0.59,900,100,1
abtype1_w70_t0.605.libsvm,70,0.605,900,100,1
abtype1_w75_t0.005.libsvm,75,0.005,900,100,1
abtype1_w75_t0.02.libsvm,75,0.02,900,100,1
abtype1_w75_t0.036.libsvm,75,0.036,900,100,1
abtype1_w75_t0.051.libsvm,75,0.051,900,100,1
abtype1_w75_t0.067.libsvm,75,0.067,900,100,1
abtype1_w75_t0.082.libsvm,75,0.082,900,100,1
abtype1_w75_t0.097.libsvm,75,0.097,900,100,1
abtype1_w75_t0.113.libsvm,75,0.113,900,100,1
abtype1_w75_t0.128.libsvm,75,0.128,900,100,1
abtype1_w75_t0.143.libsvm,75,0.143,900,100,1
abtype1_w75_t0.159.libsvm,75,0.159,900,100,1
abtype1_w75_t0.174.libsvm,75,0.174,900,100,1
abtype1_w75_t0.19.libsvm,75,0.19,900,100,1
abtype1_w75_t0.205.libsvm,75,0.205,900,100,1
abtype1_w75_t0.22.libsvm,75,0.22,900,100,1
abtype1_w75_t0.236.libsvm,75,0.236,900,100,1
abtype1_w75_t0.251.libsvm,75,0.251,900,100,1
abtype1_w75_t0.267.libsvm,75,0.267,900,100,1
abtype1_w75_t0.282.libsvm,75,0.282,900,100,1
abtype1_w75_t0.297.libsvm,75,0.297,900,100,1
abtype1_w75_t0.313.libsvm,75,0.313,900,100,1
abtype1_w75_t0.328.libsvm,75,0.328,900,100,1
abtype1_w75_t0.343.libsvm,75,0.343,900,100,1
abtype1_w75_t0.359.libsvm,75,0.359,900,100,1
abtype1_w75_t0.374.libsvm,75,0.374,900,100,1
abtype1_w75_t0.39.libsvm,75,0.39,900,100,1
abtype1_w75_t0.405.libsvm,75,0.405,900,100,1
abtype1_w75_t0.42.libsvm,75,0.42,900,100,1
abtype1_w75_t0.436.libsvm,75,0.436,900,100,1
abtype1_w75_t0.451.libsvm,75,0.451,900,100,1
abtype1_w75_t0.467.libsvm,75,0.467,900,100,1
abtype1_w75_t0.482.libsvm,75,0.482,900,100,1
abtype1_w75_t0.497.libsvm,75,0.497,900,100,1
abtype1_w75_t0.513.libsvm,75,0.513,900,100,1
abtype1_w75_t0.528.libsvm,75,0.528,900,100,1
abtype1_w75_t0.543.libsvm,75,0.543,900,100,1
abtype1_w75_t0.559.libsvm,75,0.559,900,100,1
abtype1_w75_t0.574.libsvm,75,0.574,900,100,1
abtype1_w75_t0.59.libsvm,75,0.59,900,100,1
abtype1_w75_t0.605.libsvm,75,0.605,900,100,1
abtype1_w80_t0.005.libsvm,80,0.005,900,100,1
abtype1_w80_t0.02.libsvm,80,0.02,900,100,1
abtype1_w80_t0.036.libsvm,80,0.036,900,100,1
abtype1_w80_t0.051.libsvm,80,0.051,900,100,1
abtype1_w80_t0.067.libsvm,80,0.067,900,100,1
abtype1_w80_t0.082.libsvm,80,0.082,900,100,1
abtype1_w80_t0.097.libsvm,80,0.097,900,100,1
abtype1_w80_t0.113.libsvm,80,0.113,900,100,1
abtype1_w80_t0.128.libsvm,80,0.128,900,100,1
abtype1_w80_t0.143.libsvm,80,0.143,900,100,1
abtype1_w80_t0.159.libsvm,80,0.159,900,100,1
abtype1_w80_t0.174.libsvm,80,0.174,900,100,1
abtype1_w80_t0.19.libsvm,80,0.19,900,100,1
abtype1_w80_t0.205.libsvm,80,0.205,900,100,1
abtype1_w80_t0.22.libsvm,80,0.22,900,100,1
abtype1_w80_t0.236.libsvm,80,0.236,900,100,1
abtype1_w80_t0.251.libsvm,80,0.251,900,100,1
abtype1_w80_t0.267.libsvm,80,0.267,900,100,1
abtype1_w80_t0.282.libsvm,80,0.282,900,100,1
abtype1_w80_t0.297.libsvm,80,0.297,900,100,1
abtype1_w80_t0.313.libsvm,80,0.313,900,100,1
abtype1_w80_t0.328.libsvm,80,0.328,900,100,1
abtype1_w80_t0.343.libsvm,80,0.343,900,100,1
abtype1_w80_t0.359.libsvm,80,0.359,900,100,1
abtype1_w80_t0.374.libsvm,80,0.374,900,100,1
abtype1_w80_t0.39.libsvm,80,0.39,900,100,1
abtype1_w80_t0.405.libsvm,80,0.405,900,100,1
abtype1_w80_t0.42.libsvm,80,0.42,900,100,1
abtype1_w80_t0.436.libsvm,80,0.436,900,100,1
abtype1_w80_t0.451.libsvm,80,0.451,900,100,1
abtype1_w80_t0.467.libsvm,80,0.467,900,100,1
abtype1_w80_t0.482.libsvm,80,0.482,900,100,1
abtype1_w80_t0.497.libsvm,80,0.497,900,100,1
abtype1_w80_t0.513.libsvm,80,0.513,900,100,1
abtype1_w80_t0.528.libsvm,80,0.528,900,100,1
abtype1_w80_t0.543.libsvm,80,0.543,900,100,1
abtype1_w80_t0.559.libsvm,80,0.559,900,100,1
abtype1_w80_t0.574.libsvm,80,0.574,900,100,1
abtype1_w80_t0.59.libsvm,80,0.59,900,100,1
abtype1_w80_t0.605.libsvm,80,0.605,900,100,1
abtype1_w85_t0.005.libsvm,85,0.005,900,100,1
abtype1_w85_t0.02.libsvm,85,0.02,900,100,1
abtype1_w85_t0.036.libsvm,85,0.036,900,100,1
abtype1_w85_t0.051.libsvm,85,0.051,900,100,1
abtype1_w85_t0.067.libsvm,85,0.067,900,100,1
abtype1_w85_t0.082.libsvm,85,0.082,900,100,1
abtype1_w85_t0.097.libsvm,85,0.097,900,100,1
abtype1_w85_t0.113.libsvm,85,0.113,900,100,1
abtype1_w85_t0.128.libsvm,85,0.128,900,100,1
abtype1_w85_t0.143.libsvm,85,0.143,900,100,1
abtype1_w85_t0.159.libsvm,85,0.159,900,100,1
abtype1_w85_t0.174.libsvm,85,0.174,900,100,1
abtype1_w85_t0.19.libsvm,85,0.19,900,100,1
abtype1_w85_t0.205.libsvm,85,0.205,900,100,1
abtype1_w85_t0.22.libsvm,85,0.22,900,100,1
abtype1_w85_t0.236.libsvm,85,0.236,900,100,1
abtype1_w85_t0.251.libsvm,85,0.251,900,100,1
abtype1_w85_t0.267.libsvm,85,0.267,900,100,1
abtype1_w85_t0.282.libsvm,85,0.282,900,100,1
abtype1_w85_t0.297.libsvm,85,0.297,900,100,1
abtype1_w85_t0.313.libsvm,85,0.313,900,100,1
abtype1_w85_t0.328.libsvm,85,0.328,900,100,1
abtype1_w85_t0.343.libsvm,85,0.343,900,100,1
abtype1_w85_t0.359.libsvm,85,0.359,900,100,1
abtype1_w85_t0.374.libsvm,85,0.374,900,100,1
abtype1_w85_t0.39.libsvm,85,0.39,900,100,1
abtype1_w85_t0.405.libsvm,85,0.405,900,100,1
abtype1_w85_t0.42.libsvm,85,0.42,900,100,1
abtype1_w85_t0.436.libsvm,85,0.436,900,100,1
abtype1_w85_t0.451.libsvm,85,0.451,900,100,1
abtype1_w85_t0.467.libsvm,85,0.467,900,100,1
abtype1_w85_t0.482.libsvm,85,0.482,900,100,1
abtype1_w85_t0.497.libsvm,85,0.497,900,100,1
abtype1_w85_t0.513.libsvm,85,0.513,900,100,1
abtype1_w85_t0.528.libsvm,85,0.528,900,100,1
abtype1_w85_t0.543.libsvm,85,0.543,900,100,1
abtype1_w85_t0.559.libsvm,85,0.559,900,100,1
abtype1_w85_t0.574.libsvm,85,0.574,900,100,1
abtype1_w85_t0.59.libsvm,85,0.59,900,100,1
abtype1_w85_t0.605.libsvm,85,0.605,900,100,1
abtype1_w90_t0.005.libsvm,90,0.005,900,100,1
abtype1_w90_t0.02.libsvm,90,0.02,900,100,1
abtype1_w90_t0.036.libsvm,90,0.036,900,100,1
abtype1_w90_t0.051.libsvm,90,0.051,900,100,1
abtype1_w90_t0.067.libsvm,90,0.067,900,100,1
abtype1_w90_t0.082.libsvm,90,0.082,900,100,1
abtype1_w90_t0.097.libsvm,90,0.097,900,100,1
abtype1_w90_t0.113.libsvm,90,0.113,900,100,1
abtype1_w90_t0.128.libsvm,90,0.128,900,100,1
abtype1_w90_t0.143.libsvm,90,0.143,900,100,1
abtype1_w90_t0.159.libsvm,90,0.159,900,100,1
abtype1_w90_t0.174.libsvm,90,0.174,900,100,1
abtype1_w90_t0.19.libsvm,90,0.19,900,100,1
abtype1_w90_t0.205.libsvm,90,0.205,900,100,1
abtype1_w90_t0.22.libsvm,90,0.22,900,100,1
abtype1_w90_t0.236.libsvm,90,0.236,900,100,1
abtype1_w90_t0.251.libsvm,90,0.251,900,100,1
abtype1_w90_t0.267.libsvm,90,0.267,900,100,1
abtype1_w90_t0.282.libsvm,90,0.282,900,100,1
abtype1_w90_t0.297.libsvm,90,0.297,900,100,1
abtype1_w90_t0.313.libsvm,90,0.313,900,100,1
abtype1_w90_t0.328.libsvm,90,0.328,900,100,1
abtype1_w90_t0.343.libsvm,90,0.343,900,100,1
abtype1_w90_t0.359.libsvm,90,0.359,900,100,1
abtype1_w90_t0.374.libsvm,90,0.374,900,100,1
abtype1_w90_t0.39.libsvm,90,0.39,900,100,1
abtype1_w90_t0.405.libsvm,90,0.405,900,100,1
abtype1_w90_t0.42.libsvm,90,0.42,900,100,1
abtype1_w90_t0.436.libsvm,90,0.436,900,100,1
abtype1_w90_t0.451.libsvm,90,0.451,900,100,1
abtype1_w90_t0.467.libsvm,90,0.467,900,100,1
abtype1_w90_t0.482.libsvm,90,0.482,900,100,1
abtype1_w90_t0.497.libsvm,90,0.497,900,100,1
abtype1_w90_t0.513.libsvm,90,0.513,900,100,1
abtype1_w90_t0.528.libsvm,90,0.528,900,100,1
abtype1_w90_t0.543.libsvm,90,0.543,900,100,1
abtype1_w90_t0.559.libsvm,90,0.559,900,100,1
abtype1_w90_t0.574.libsvm,90,0.574,900,100,1
abtype1_w90_t0.59.libsvm,90,0.59,900,100,1
abtype1_w90_t0.605.libsvm,90,0.605,900,100,1
abtype1_w95_t0.005.libsvm,95,0.005,900,100,1
abtype1_w95_t0.02.libsvm,95,0.02,900,100,1
abtype1_w95_t0.036.libsvm,95,0.036,900,100,1
abtype1_w95_t0.051.libsvm,95,0.051,900,100,1
abtype1_w95_t0.067.libsvm,95,0.067,900,100,1
abtype1_w95_t0.082.libsvm,95,0.082,900,100,1
abtype1_w95_t0.097.libsvm,95,0.097,900,100,1
abtype1_w95_t0.113.libsvm,95,0.113,900,100,1
abtype1_w95_t0.128.libsvm,95,0.128,900,100,1
abtype1_w95_t0.143.libsvm,95,0.143,900,100,1
abtype1_w95_t0.159.libsvm,95,0.159,900,100,1
abtype1_w95_t0.174.libsvm,95,0.174,900,100,1
abtype1_w95_t0.19.libsvm,95,0.19,900,100,1
abtype1_w95_t0.205.libsvm,95,0.205,900,100,1
abtype1_w95_t0.22.libsvm,95,0.22,900,100,1
abtype1_w95_t0.236.libsvm,95,0.236,900,100,1
abtype1_w95_t0.251.libsvm,95,0.251,900,100,1
abtype1_w95_t0.267.libsvm,95,0.267,900,100,1
abtype1_w95_t0.282.libsvm,95,0.282,900,100,1
abtype1_w95_t0.297.libsvm,95,0.297,900,100,1
abtype1_w95_t0.313.libsvm,95,0.313,900,100,1
abtype1_w95_t0.328.libsvm,95,0.328,900,100,1
abtype1_w95_t0.343.libsvm,95,0.343,900,100,1
abtype1_w95_t0.359.libsvm,95,0.359,900,100,1
abtype1_w95_t0.374.libsvm,95,0.374,900,100,1
abtype1_w95_t0.39.libsvm,95,0.39,900,100,1
abtype1_w95_t0.405.libsvm,95,0.405,900,100,1
abtype1_w95_t0.42.libsvm,95,0.42,900,100,1
abtype1_w95_t0.436.libsvm,95,0.436,900,100,1
abtype1_w95_t0.451.libsvm,95,0.451,900,100,1
abtype1_w95_t0.467.libsvm,95,0.467,900,100,1
abtype1_w95_t0.482.libsvm,95,0.482,900,100,1
abtype1_w95_t0.497.libsvm,95,0.497,900,100,1
abtype1_w95_t0.513.libsvm,95,0.513,900,100,1
abtype1_w95_t0.528.libsvm,95,0.528,900,100,1
abtype1_w95_t0.543.libsvm,95,0.543,900,100,1
abtype1_w95_t0.559.libsvm,95,0.559,900,100,1
abtype1_w95_t0.574.libsvm,95,0.574,900,100,1
abtype1_w95_t0.59.libsvm,95,0.59,900,100,1
abtype1_w95_t0.605.libsvm,95,0.605,900,100,1
abtype1_w100_t0.005.libsvm,100,0.005,900,100,1
abtype1_w100_t0.02.libsvm,100,0.02,900,100,1
abtype1_w100_t0.036.libsvm,100,0.036,900,100,1
abtype1_w100_t0.051.libsvm,100,0.051,900,100,1
abtype1_w100_t0.067.libsvm,100,0.067,900,100,1
abtype1_w100_t0.082.libsvm,100,0.082,900,100,1
abtype1_w100_t0.097.libsvm,100,0.097,900,100,1
abtype1_w100_t0.113.libsvm,100,0.113,900,100,1
abtype1_w100_t0.128.libsvm,100,0.128,900,100,1
abtype1_w100_t0.143.libsvm,100,0.143,900,100,1
abtype1_w100_t0.159.libsvm,100,0.159,900,100,1
abtype1_w100_t0.174.libsvm,100,0.174,900,100,1
abtype1_w100_t0.19.libsvm,100,0.19,900,100,1
abtype1_w100_t0.205.libsvm,100,0.205,900,100,1
abtype1_w100_t0.22.libsvm,100,0.22,900,100,1
abtype1_w100_t0.236.libsvm,100,0.236,900,100,1
abtype1_w100_t0.251.libsvm,100,0.251,900,100,1
abtype1_w100_t0.267.libsvm,100,0.267,900,100,1
abtype1_w100_t0.282.libsvm,100,0.282,900,100,1
abtype1_w100_t0.297.libsvm,100,0.297,900,100,1
abtype1_w100_t0.313.libsvm,100,0.313,900,100,1
abtype1_w100_t0.328.libsvm,100,0.328,900,100,1
abtype1_w100_t0.343.libsvm,100,0.343,900,100,1
abtype1_w100_t0.359.libsvm,100,0.359,900,100,1
abtype1_w100_t0.374.libsvm,100,0.374,900,100,1
abtype1_w100_t0.39.libsvm,100,0.39,900,100,1
abtype1_w100_t0.405.libsvm,100,0.405,900,100,1
abtype1_w100_t0.42.libsvm,100,0.42,900,100,1
abtype1_w100_t0.436.libsvm,100,0.436,900,100,1
abtype1_w100_t0.451.libsvm,100,0.451,900,100,1
abtype1_w100_t0.467.libsvm,100,0.467,900,100,1
abtype1_w100_t0.482.libsvm,100,0.482,900,100,1
abtype1_w100_t0.497.libsvm,100,0.497,900,100,1
abtype1_w100_t0.513.libsvm,100,0.513,900,100,1
abtype1_w100_t0.528.libsvm,100,0.528,900,100,1
abtype1_w100_t0.543.libsvm,100,0.543,900,100,1
abtype1_w100_t0.559.libsvm,100,0.559,900,100,1
abtype1_w100_t0.574.libsvm,100,0.574,900,100,1
abtype1_w100_t0.59.libsvm,100,0.59,900,100,1
abtype1_w100_t0.605.libsvm,100,0.605,900,100,1
